Age,Candidate,Criminal_Case,District,Education,Liabilities,Party,State,Total_Assets,Winner,Year
44,Bharat,0,GHAZIPUR,12th Pass,"Rs 80,000",Janta Raj Party,UTTAR PRADESH,"Rs 15,03,000",No,2014
48,Brijbhushan,0,GHAZIPUR,Post Graduate,"Rs 97,000",AAP,UTTAR PRADESH,"Rs 10,95,551",No,2014
39,Deendayal,0,GHAZIPUR,Doctorate,Rs 0,Pragatisheel Manav Samaj Party,UTTAR PRADESH,"Rs 81,45,500",No,2014
60,Dharam Yadav Urf D.P.Yadav, 5 ,GHAZIPUR,Graduate,"Rs 8,78,59,264",Rashtriya Parivartan Dal,UTTAR PRADESH,"Rs 59,51,65,067",No,2014
62,Vijay Kumar Singh, 2 ,GHAZIABAD,Doctorate,"Rs 20,26,774",BJP,UTTAR PRADESH,"Rs 4,11,37,044",Yes,2014
28,Keshav Choudhary, 1 ,GHAZIABAD,12th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 1,000",No,2014
41,Mukul Upadhyay,0,GHAZIABAD,10th Pass,"Rs 1,87,51,971",BSP,UTTAR PRADESH,"Rs 16,73,55,710",No,2014
54,Gupteshwar,0,GHAZIPUR,10th Pass,Rs 0,Lok Dal,UTTAR PRADESH,"Rs 1,45,25,880",No,2014
60,Ishwar Dev,0,GHAZIPUR,10th Pass,Rs 0,Adarsh Rashtriya Vikas Party,UTTAR PRADESH,"Rs 17,60,000",No,2014
53,Ishwari, 1 ,GHAZIPUR,Graduate Professional,Rs 0,CPI(ML)L,UTTAR PRADESH,"Rs 17,10,500",No,2014
56,Kailash Nath Singh Yadav, 1 ,GHAZIPUR,Graduate,"Rs 50,00,000",BSP,UTTAR PRADESH,"Rs 24,93,25,406",No,2014
41,Naresh Gautam,0,GHAZIABAD,Graduate,Rs 0,Bahujan Mukti Party,UTTAR PRADESH,"Rs 36,60,000",No,2014
33,Nitin,0,GHAZIABAD,10th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 1,000",No,2014
53,Kuber,0,GHAZIPUR,8th Pass,"Rs 57,000",IND,UTTAR PRADESH,"Rs 6,11,269",No,2014
71,Lakshaman,0,GHAZIPUR,5th Pass,"Rs 1,60,000",IND,UTTAR PRADESH,"Rs 2,20,000",No,2014
35,Mohd Maqsood Khan, 2 ,GHAZIPUR,Graduate,Rs 0,INC,UTTAR PRADESH,"Rs 17,21,667",No,2014
27,Akshay Yadav,0,FIROZABAD,Graduate,"Rs 59,377",SP,UTTAR PRADESH,"Rs 10,08,83,304",Yes,2014
52,Atul Chaturvedi,0,FIROZABAD,Post Graduate,"Rs 42,300",INC,UTTAR PRADESH,"Rs 2,71,15,000",No,2014
63,Raj Babbar, 1 ,GHAZIABAD,12th Pass,"Rs 2,28,96,345",INC,UTTAR PRADESH,"Rs 19,72,33,950",No,2014
62,Ramphal Shakya,0,GHAZIABAD,Not Given,"Rs 1,077",IND,UTTAR PRADESH,"Rs 32,00,000",No,2014
34,Rinku Kumar Tyagi,0,GHAZIABAD,Others,"Rs 40,00,000",IND,UTTAR PRADESH,"Rs 3,15,01,000",No,2014
40,Omkar Chauhan,0,GHAZIPUR,Post Graduate,Rs 0,Janvadi Party(Socialist),UTTAR PRADESH,"Rs 75,762",No,2014
0,Pappu,0,GHAZIPUR,12th Pass,Rs 0,Eklavya Samaj Party,UTTAR PRADESH,"Rs 41,000",No,2014
55,Rajendra Nath Ram,0,GHAZIPUR,Graduate Professional,Rs 0,Bahujan Mukti Party,UTTAR PRADESH,"Rs 5,70,820",No,2014
51,Satyadev Yadav, 1 ,GHAZIPUR,Post Graduate,"Rs 2,00,000",Naitik Party,UTTAR PRADESH,"Rs 10,30,20,000",No,2014
48,Jay Prakash,0,FIROZABAD,Graduate,Rs 0,SHS,UTTAR PRADESH,"Rs 5,90,800",No,2014
31,Khajan Singh,0,FIROZABAD,12th Pass,Rs 0,Lok Dal,UTTAR PRADESH,"Rs 3,51,000",No,2014
47,Laxmi,0,FIROZABAD,Graduate,"Rs 20,000",Bhartiya Shakti Chetna Party,UTTAR PRADESH,"Rs 7,10,078",No,2014
34,Laxmi Narayan,0,FIROZABAD,Graduate,"Rs 15,71,154",Rashtriya Janwadi Party (Krantikari),UTTAR PRADESH,"Rs 26,58,630",No,2014
34,Sabir,0,GHAZIABAD,Others,"Rs 16,555",IND,UTTAR PRADESH,"Rs 18,36,155",No,2014
35,Saleem Malik,0,GHAZIABAD,8th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 10,000",No,2014
40,Sanjeev Kumar,0,GHAZIABAD,Post Graduate,Rs 0,IND,UTTAR PRADESH,"Rs 56,71,309",No,2014
43,Shazia Ilmi Malik, 1 ,GHAZIABAD,Post Graduate,"Rs 4,18,46,167",AAP,UTTAR PRADESH,"Rs 30,33,42,609",No,2014
47,Shivkanya Kushwaha,0,GHAZIPUR,5th Pass,"Rs 2,67,35,000",SP,UTTAR PRADESH,"Rs 7,43,82,000",No,2014
26,Mirja Mukarram Baig,0,FIROZABAD,8th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 1,000",No,2014
52,Rahat Afroz,0,FIROZABAD,10th Pass,Rs 0,IUML,UTTAR PRADESH,"Rs 90,63,214",No,2014
51,Rajendra Prasad,0,FIROZABAD,Graduate,"Rs 50,000",Bahujan Mukti Party,UTTAR PRADESH,"Rs 1,80,000",No,2014
47,Sudhan Kumar,0,GHAZIABAD,Graduate,Rs 0,SP,UTTAR PRADESH,"Rs 18,06,82,500",No,2014
26,Suresh Pal,0,GHAZIABAD,12th Pass,Rs 0,Bharatiya Sarvodaya Kranti Party,UTTAR PRADESH,"Rs 63,170",No,2014
49,Vinod Kumar Tyagi, 1 ,GHAZIABAD,Post Graduate,Rs 0,IND,UTTAR PRADESH,"Rs 4,14,16,138",No,2014
47,Rajveer,0,FIROZABAD,10th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 3,94,000",No,2014
65,Rakesh Yadav,0,FIROZABAD,Post Graduate,"Rs 34,00,000",AAP,UTTAR PRADESH,"Rs 5,59,47,000",No,2014
53,Satyapal Singh, 1 ,FIROZABAD,Doctorate,"Rs 9,44,483",BJP,UTTAR PRADESH,"Rs 3,30,97,756",No,2014
37,Shamsher Kha,0,FIROZABAD,10th Pass,"Rs 3,00,000",Peace Party,UTTAR PRADESH,"Rs 19,73,200",No,2014
36,Upendra Singh,0,FIROZABAD,Graduate Professional,Rs 0,Bharatiya Kisan Parivartan Party,UTTAR PRADESH,"Rs 13,96,180",No,2014
60,Vishwadeep Singh,0,FIROZABAD,Post Graduate,"Rs 4,38,000",BSP,UTTAR PRADESH,"Rs 4,86,29,198",No,2014
54,Mahesh Sharma,0,GAUTAM BUDHHA NAGAR,Graduate Professional,"Rs 4,09,05,738",BJP,UTTAR PRADESH,"Rs 47,37,97,545",Yes,2014
49,Dharmender,0,GAUTAM BUDHHA NAGAR,8th Pass,Rs 0,Dharam Nirpeksh Dal,UTTAR PRADESH,"Rs 5,58,13,000",No,2014
52,Gajendra,0,GAUTAM BUDHHA NAGAR,Post Graduate,Rs 0,Indian Oceanic Party,UTTAR PRADESH,"Rs 50,000",No,2014
29,Grisa Kumar,0,GAUTAM BUDHHA NAGAR,8th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 8,28,000",No,2014
29,Kadeem,0,GAUTAM BUDHHA NAGAR,5th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 20,300",No,2014
49,Kadir Khan Jaiswal,0,GAUTAM BUDHHA NAGAR,8th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 14,61,000",No,2014
52,Kishan Pal Singh,0,GAUTAM BUDHHA NAGAR,10th Pass,"Rs 5,92,054",AAP,UTTAR PRADESH,"Rs 1,43,76,352",No,2014
67,Lt Col Sp Singh,0,GAUTAM BUDHHA NAGAR,Graduate,Rs 0,Nav Bharat Democratic Party,UTTAR PRADESH,"Rs 1,77,77,227",No,2014
55,Mahesh,0,GAUTAM BUDHHA NAGAR,Graduate Professional,Rs 0,IND,UTTAR PRADESH,"Rs 31,01,000",No,2014
41,Mohd. Sabir Ansari,0,GAUTAM BUDHHA NAGAR,5th Pass,Rs 0,AITC,UTTAR PRADESH,"Rs 6,81,600",No,2014
55,Narendra Bhati,0,GAUTAM BUDHHA NAGAR,12th Pass,Rs 0,SP,UTTAR PRADESH,"Rs 5,36,17,561",No,2014
46,Rakesh,0,GAUTAM BUDHHA NAGAR,12th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 1,99,13,600",No,2014
38,Ram Bilash,0,GAUTAM BUDHHA NAGAR,5th Pass,Rs 0,Bahujan Mukti Party,UTTAR PRADESH,"Rs 64,70,000",No,2014
66,Ramesh Chand Tomar, 4 ,GAUTAM BUDHHA NAGAR,Doctorate,Rs 0,INC,UTTAR PRADESH,"Rs 6,16,17,189",No,2014
29,Ravinder Sharma,0,GAUTAM BUDHHA NAGAR,8th Pass,Rs 0,Rashtriya Kranti Party,UTTAR PRADESH,"Rs 59,92,835",No,2014
25,Ruvez Alam Rahi,0,GAUTAM BUDHHA NAGAR,12th Pass,Rs 0,National Loktantrik Party,UTTAR PRADESH,"Rs 3,37,000",No,2014
0,Safruddin,0,GAUTAM BUDHHA NAGAR,10th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 1,70,29,000",No,2014
47,Satish Kumar, 1 ,GAUTAM BUDHHA NAGAR,12th Pass,"Rs 20,14,28,322",BSP,UTTAR PRADESH,"Rs 59,95,01,967",No,2014
43,Savitri,0,GAUTAM BUDHHA NAGAR,10th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 2,05,77,047",No,2014
39,Smt. Seema,0,GAUTAM BUDHHA NAGAR,12th Pass,Rs 0,Rashtriya Naujawan Dal,UTTAR PRADESH,"Rs 1,22,01,000",No,2014
34,Smt. Sumeeti,0,GAUTAM BUDHHA NAGAR,8th Pass,"Rs 6,75,000",IND,UTTAR PRADESH,"Rs 12,01,712",No,2014
37,Sonia Sharma,0,GAUTAM BUDHHA NAGAR,Graduate,"Rs 1,60,000",Akhil Bharatiya Samajwadi Congress,UTTAR PRADESH,"Rs 33,27,000",No,2014
28,Sunil Gautam, 2 ,GAUTAM BUDHHA NAGAR,8th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 37,800",No,2014
55,Udayveer,0,GAUTAM BUDHHA NAGAR,Illiterate,"Rs 1,24,123",Rashtriya Janta Party,UTTAR PRADESH,"Rs 72,71,300",No,2014
45,Mukesh Rajput,0,FARRUKHABAD,Graduate,"Rs 1,51,603",BJP,UTTAR PRADESH,"Rs 2,61,78,100",Yes,2014
41,Anju,0,FARRUKHABAD,Graduate Professional,Rs 0,Bhartiya Shakti Chetna Party,UTTAR PRADESH,"Rs 9,89,068",No,2014
48,Anokhey,0,FARRUKHABAD,12th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 1,01,49,863",No,2014
39,Anshu Mahan,0,FARRUKHABAD,Literate,Rs 0,IND,UTTAR PRADESH,"Rs 17,02,500",No,2014
30,Anurag Rajput,0,FARRUKHABAD,12th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 15,85,000",No,2014
51,Daya Shanker,0,FARRUKHABAD,8th Pass,Rs 0,Adarsh Rashtriya Vikas Party,UTTAR PRADESH,"Rs 5,06,000",No,2014
39,Imamuddin Husain Husain,0,FARRUKHABAD,10th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 25,60,296",No,2014
55,Jaiveer Singh, 1 ,FARRUKHABAD,12th Pass,"Rs 1,21,65,446",BSP,UTTAR PRADESH,"Rs 10,89,59,677",No,2014
54,Kishan Pal Singh,0,FARRUKHABAD,8th Pass,"Rs 80,000",IND,UTTAR PRADESH,"Rs 33,93,000",No,2014
40,Krishan Kumar Dixit,0,FARRUKHABAD,12th Pass,Rs 0,RASHTRIYA VIKLANG PARTY,UTTAR PRADESH,"Rs 34,33,843",No,2014
0,Malikhan Singh,0,FARRUKHABAD,Graduate Professional,Rs 0,IND,UTTAR PRADESH,"Rs 13,22,500",No,2014
25,Mo Tamajid,0,FARRUKHABAD,5th Pass,Rs 0,Peace Party,UTTAR PRADESH,"Rs 3,50,000",No,2014
45,Mukesh Rajput,0,FARRUKHABAD,10th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 7,25,000",No,2014
47,Sadhavi Niranjan Jyoti, 1 ,FATEHPUR,12th Pass,"Rs 1,76,616",BJP,UTTAR PRADESH,"Rs 37,63,779",Yes,2014
25,Afzal Siddiqui,0,FATEHPUR,12th Pass,Rs 0,BSP,UTTAR PRADESH,"Rs 6,07,32,397",No,2014
51,Arvind Kumar,0,FATEHPUR,Graduate,Rs 0,IND,UTTAR PRADESH,"Rs 41,81,000",No,2014
50,Ram Kishore Dwivedi,0,FARRUKHABAD,Not Given,Rs 0,IND,UTTAR PRADESH,"Rs 3,09,300",No,2014
0,Rameshwar Singh, 13 ,FARRUKHABAD,10th Pass,"Rs 38,78,042",SP,UTTAR PRADESH,"Rs 13,58,20,923",No,2014
32,Ramniwas Katheria,0,FARRUKHABAD,Post Graduate,Rs 0,Bahujan Mukti Party,UTTAR PRADESH,"Rs 51,02,500",No,2014
30,Sachin Singh, 1 ,FARRUKHABAD,Graduate,"Rs 8,95,209",IND,UTTAR PRADESH,"Rs 3,08,76,925",No,2014
61,Salman Khursheed,0,FARRUKHABAD,Post Graduate,"Rs 28,55,000",INC,UTTAR PRADESH,"Rs 12,38,86,145",No,2014
52,Ashok Kumar,0,FATEHPUR,12th Pass,Rs 0,Samtawadi Republican Party,UTTAR PRADESH,"Rs 29,74,775",No,2014
54,Chandrabhan Singh,0,FATEHPUR,Graduate,Rs 0,IND,UTTAR PRADESH,"Rs 16,96,453",No,2014
56,Mohammad Javed,0,FATEHPUR,12th Pass,"Rs 7,00,000",Nav Bharat Democratic Party,UTTAR PRADESH,"Rs 65,39,000",No,2014
58,Rakesh Sachan, 8 ,FATEHPUR,Post Graduate,"Rs 2,58,14,891",SP,UTTAR PRADESH,"Rs 22,88,15,082",No,2014
66,Ram Lochan Sen,0,FATEHPUR,Graduate,Rs 0,Bahujan Mukti Party,UTTAR PRADESH,"Rs 23,48,000",No,2014
55,Ramkrishan Tripathi,0,FATEHPUR,Post Graduate,"Rs 1,64,541",AITC,UTTAR PRADESH,"Rs 5,49,500",No,2014
57,Suresh Chand Saaraswat,0,FARRUKHABAD,Post Graduate,Rs 0,IND,UTTAR PRADESH,"Rs 22,245",No,2014
37,Tariq Parvez,0,FARRUKHABAD,12th Pass,Rs 0,AAP,UTTAR PRADESH,"Rs 11,41,000",No,2014
43,Vimla Devi,0,FARRUKHABAD,10th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 7,74,907",No,2014
42,Vrahma Saran Jatav, 1 ,FARRUKHABAD,12th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 13,59,047",No,2014
59,Lallu Singh, 1 ,FAIZABAD,Post Graduate,"Rs 36,40,964",BJP,UTTAR PRADESH,"Rs 1,51,27,861",Yes,2014
72,Jai Ram Singh,0,FAIZABAD,Post Graduate,Rs 0,Lokpriya Samaj Party,UTTAR PRADESH,"Rs 59,11,740",No,2014
47,Jitendra Kumar Singh, 17 ,FAIZABAD,12th Pass,"Rs 46,31,484",BSP,UTTAR PRADESH,"Rs 3,66,87,134",No,2014
66,Babulal, 3 ,FATEHPUR SIKRI,12th Pass,"Rs 1,63,90,000",BJP,UTTAR PRADESH,"Rs 7,30,28,848",Yes,2014
58,Amar Singh,0,FATEHPUR SIKRI,Graduate Professional,Rs 0,RLD,UTTAR PRADESH,"Rs 96,68,49,798",No,2014
55,Ranjana Kakkar,0,FATEHPUR,Post Graduate,Rs 0,IND,UTTAR PRADESH,"Rs 33,54,000",No,2014
55,Rukmani Devi,0,FATEHPUR,Literate,Rs 0,Pragatisheel Manav Samaj Party,UTTAR PRADESH,"Rs 11,30,000",No,2014
53,Sridevi,0,FATEHPUR,Illiterate,"Rs 6,000",IND,UTTAR PRADESH,"Rs 19,90,000",No,2014
44,Usha Maurya,0,FATEHPUR,12th Pass,"Rs 9,56,000",INC,UTTAR PRADESH,"Rs 1,24,45,310",No,2014
47,Makasud Ali,0,FAIZABAD,8th Pass,"Rs 30,00,000",Peace Party,UTTAR PRADESH,"Rs 23,10,000",No,2014
35,Mayuri Tiwari,0,FAIZABAD,Post Graduate,"Rs 33,00,000",AAP,UTTAR PRADESH,"Rs 88,87,812",No,2014
80,Mitrasen Yadav, 16 ,FAIZABAD,12th Pass,"Rs 33,970",SP,UTTAR PRADESH,"Rs 1,12,84,428",No,2014
42,Nasreen Bano,0,FAIZABAD,8th Pass,Rs 0,Rashtriya Ulama Council,UTTAR PRADESH,"Rs 31,52,116",No,2014
63,Nirmal Khatri,0,FAIZABAD,Doctorate,"Rs 2,98,340",INC,UTTAR PRADESH,"Rs 93,64,711",No,2014
59,Ambendkari Hasnooram Ambendkari,0,FATEHPUR SIKRI,Literate,"Rs 1,20,000",IND,UTTAR PRADESH,"Rs 2,62,200",No,2014
46,Anil Kumar,0,FATEHPUR SIKRI,Graduate,Rs 0,IND,UTTAR PRADESH,"Rs 14,12,100",No,2014
45,Ashok Kumar,0,FATEHPUR SIKRI,10th Pass,Rs 0,Gareeb Aadmi Party,UTTAR PRADESH,"Rs 10,61,000",No,2014
58,Brajendr Singh,0,FATEHPUR SIKRI,8th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 5,10,000",No,2014
52,Zainul Abdin,0,FATEHPUR,12th Pass,Rs 0,AAP,UTTAR PRADESH,"Rs 1,13,50,000",No,2014
61,Radhika Prasad,0,FAIZABAD,Post Graduate,Rs 0,Indian Savarn Samaj Party,UTTAR PRADESH,"Rs 57,11,000",No,2014
44,Ram Janam,0,FAIZABAD,10th Pass,Rs 0,Moulik Adhikar Party,UTTAR PRADESH,"Rs 96,780",No,2014
60,Shailendra Kumar Shukla,0,FAIZABAD,Graduate Professional,Rs 0,Naitik Party,UTTAR PRADESH,"Rs 51,800",No,2014
41,Diwan Singh,0,FATEHPUR SIKRI,12th Pass,"Rs 95,000",IND,UTTAR PRADESH,"Rs 5,49,048",No,2014
43,Khemraj Singh,0,FATEHPUR SIKRI,12th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 4,43,223",No,2014
0,Lakshmi, 1 ,FATEHPUR SIKRI,Graduate,Rs 0,AAP,UTTAR PRADESH,"Rs 8,86,000",No,2014
29,Manik,0,FATEHPUR SIKRI,10th Pass,Rs 0,Lok Dal,UTTAR PRADESH,"Rs 3,72,000",No,2014
38,Megh Singh,0,FATEHPUR SIKRI,12th Pass,"Rs 4,12,000",Peace Party,UTTAR PRADESH,"Rs 69,30,000",No,2014
47,Munna Lal,0,FATEHPUR SIKRI,10th Pass,Rs 0,Rashtriya mahan Gantantra Party,UTTAR PRADESH,"Rs 29,71,600",No,2014
36,Natholi,0,FATEHPUR SIKRI,Literate,Rs 0,IND,UTTAR PRADESH,"Rs 2,71,000",No,2014
37,Pankaj Kumar Sharma,0,FATEHPUR SIKRI,Post Graduate,"Rs 10,000",Rashtriya Samanta Dal,UTTAR PRADESH,"Rs 1,43,08,000",No,2014
35,Peetam Singh,0,FATEHPUR SIKRI,12th Pass,Rs 0,Rashtriya Kranti Party,UTTAR PRADESH,"Rs 4,95,000",No,2014
48,Pitam Singh,0,FATEHPUR SIKRI,Illiterate,Rs 0,JD(U),UTTAR PRADESH,"Rs 3,20,000",No,2014
54,Rakesh Singh Dhankar,0,FATEHPUR SIKRI,10th Pass,"Rs 6,33,660",IND,UTTAR PRADESH,"Rs 22,33,197",No,2014
31,Ram Braj Yadav,0,FATEHPUR SIKRI,Post Graduate,Rs 0,IND,UTTAR PRADESH,"Rs 58,900",No,2014
53,Ram Kumar Dixit,0,FATEHPUR SIKRI,Post Graduate,"Rs 9,68,707",IND,UTTAR PRADESH,"Rs 1,04,26,465",No,2014
53,Rani Pakshalika Singh,0,FATEHPUR SIKRI,Graduate,"Rs 45,07,031",SP,UTTAR PRADESH,"Rs 12,19,11,632",No,2014
40,Rohan Singh,0,FATEHPUR SIKRI,5th Pass,Rs 0,Bahujan Mukti Party,UTTAR PRADESH,"Rs 16,68,371",No,2014
41,Santosh Kumar,0,FATEHPUR SIKRI,8th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 38,70,000",No,2014
34,Satish Kumar,0,FATEHPUR SIKRI,10th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 86,370",No,2014
30,Seema Devi,0,FATEHPUR SIKRI,5th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 4,40,000",No,2014
50,Seema Upadhyay,0,FATEHPUR SIKRI,Graduate,"Rs 1,13,40,556",BSP,UTTAR PRADESH,"Rs 9,82,20,327",No,2014
32,Shobhna Bauddha,0,FATEHPUR SIKRI,Post Graduate,"Rs 1,02,780",IND,UTTAR PRADESH,"Rs 11,01,096",No,2014
50,Vijay Singh Kushwaha,0,FATEHPUR SIKRI,10th Pass,Rs 0,Sanyukt Samajwadi Dal,UTTAR PRADESH,"Rs 2,00,000",No,2014
43,Ashok Kumar Doharey,0,ETAWAH,Graduate,Rs 0,BJP,UTTAR PRADESH,"Rs 1,22,52,688",Yes,2014
39,Ajay Pal Singh, 1 ,ETAWAH,Post Graduate,Rs 0,BSP,UTTAR PRADESH,"Rs 15,01,10,000",No,2014
45,Hansh Mukhi,0,ETAWAH,Post Graduate,Rs 0,INC,UTTAR PRADESH,"Rs 1,15,22,942",No,2014
53,Rajvir Singh,0,ETAH,Graduate Professional,"Rs 4,68,98,091",BJP,UTTAR PRADESH,"Rs 25,19,21,157",Yes,2014
35,Danvir,0,ETAH,10th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 14,23,000",No,2014
0,Hanshraj Singh,0,ETAH,8th Pass,"Rs 4,00,000",AAP,UTTAR PRADESH,"Rs 85,15,861",No,2014
62,Harvilas Doharey,0,ETAWAH,Graduate Professional,"Rs 1,40,000",Bahujan Mukti Party,UTTAR PRADESH,"Rs 64,92,000",No,2014
42,Mukesh Singh,0,ETAWAH,Doctorate,Rs 0,Peace Party,UTTAR PRADESH,"Rs 14,67,329",No,2014
42,Prem Chanra,0,ETAWAH,12th Pass,Rs 0,Kisan Majdoor Berojgar Sangh,UTTAR PRADESH,"Rs 5,57,000",No,2014
54,Prem Das, 1 ,ETAWAH,Graduate,Rs 0,SP,UTTAR PRADESH,"Rs 1,04,27,522",No,2014
44,Siya Ram Paswan,0,ETAWAH,12th Pass,"Rs 40,000",Al-Hind Party,UTTAR PRADESH,"Rs 5,14,030",No,2014
31,Hemendraveer Singh,0,ETAH,Post Graduate,Rs 0,Sarva Samaj Kalyan Party,UTTAR PRADESH,"Rs 1,43,500",No,2014
43,Jogendra Singh,0,ETAH,Graduate,Rs 0,Mahan Dal,UTTAR PRADESH,"Rs 41,25,422",No,2014
65,Kunwar Devendra Singh Yadav, 1 ,ETAH,Doctorate,"Rs 7,71,23,717",SP,UTTAR PRADESH,"Rs 1,24,99,71,797",No,2014
63,Noor Mohmmad,0,ETAH,Graduate Professional,Rs 0,BSP,UTTAR PRADESH,"Rs 2,77,00,594",No,2014
43,Rajendra,0,ETAH,12th Pass,Rs 0,Braj Vikas Party,UTTAR PRADESH,"Rs 12,90,000",No,2014
59,Rajveer Singh,0,ETAH,Graduate,Rs 0,IND,UTTAR PRADESH,"Rs 27,52,626",No,2014
62,Ujiyare Lal Dohare,0,ETAWAH,Post Graduate,"Rs 20,00,000",AAP,UTTAR PRADESH,"Rs 9,28,02,808",No,2014
30,Vineet Kumar,0,ETAWAH,Post Graduate,Rs 0,Ambedkar Samaj Party,UTTAR PRADESH,"Rs 13,28,000",No,2014
47,Rakesh Gandhi,0,ETAH,Graduate,Rs 0,IND,UTTAR PRADESH,"Rs 35,78,000",No,2014
49,Vinay,0,ETAH,Graduate,Rs 0,Bhartiya Shakti Chetna Party,UTTAR PRADESH,"Rs 85,58,000",No,2014
64,Jagdambika Pal,0,DOMARIYAGANJ,Post Graduate,"Rs 49,81,555",BJP,UTTAR PRADESH,"Rs 1,78,22,082",Yes,2014
45,Arjun Singh,0,DOMARIYAGANJ,Post Graduate,"Rs 8,525",Bahujan Mukti Party,UTTAR PRADESH,"Rs 9,33,920",No,2014
65,Badre Alam,0,DOMARIYAGANJ,Graduate Professional,Rs 0,AAP,UTTAR PRADESH,"Rs 21,27,951",No,2014
63,Diwakar Prasad,0,DOMARIYAGANJ,Graduate,"Rs 13,00,000",IND,UTTAR PRADESH,"Rs 42,12,000",No,2014
58,Dr. Mohd. Ayub, 9 ,DOMARIYAGANJ,Post Graduate,"Rs 1,10,59,140",Peace Party,UTTAR PRADESH,"Rs 31,48,20,842",No,2014
65,Dr. Satyendra Nath Pandey,0,DOMARIYAGANJ,Doctorate,Rs 0,Aam Janata Party,UTTAR PRADESH,"Rs 2,04,77,137",No,2014
50,Hamidullah Chaudhary,0,DOMARIYAGANJ,Post Graduate,"Rs 1,00,000",NCP,UTTAR PRADESH,"Rs 47,16,722",No,2014
58,Kali Ram,0,DOMARIYAGANJ,Graduate,Rs 0,IND,UTTAR PRADESH,"Rs 22,20,746",No,2014
33,Manoj Kumar, 1 ,DOMARIYAGANJ,Graduate,Rs 0,Suheldev Bhartiya Samaj Party,UTTAR PRADESH,"Rs 6,26,000",No,2014
77,Mata Prasad Pandey,0,DOMARIYAGANJ,Post Graduate,Rs 0,SP,UTTAR PRADESH,"Rs 1,62,27,392",No,2014
66,Muhammad Muqeem,0,DOMARIYAGANJ,Literate,"Rs 33,000",BSP,UTTAR PRADESH,"Rs 7,40,56,948",No,2014
34,Mukesh Narayan Shukla Urf Gyanesh Narayan Shukla,0,DOMARIYAGANJ,Graduate,Rs 0,IND,UTTAR PRADESH,"Rs 16,17,000",No,2014
46,Pingle Prasad,0,DOMARIYAGANJ,12th Pass,Rs 0,Swaraj (J),UTTAR PRADESH,"Rs 20,500",No,2014
33,Ram Ugrah,0,DOMARIYAGANJ,8th Pass,Rs 0,IND,UTTAR PRADESH,"Rs 16,55,000",No,2014
25,Ravi Kumar,0,DOMARIYAGANJ,Graduate,Rs 0,Samyak Parivartan Party,UTTAR PRADESH,"Rs 37,000",No,2014
55,Santram,0,DOMARIYAGANJ,Literate,Rs 0,Bharatiya Rashtriya Bahujan Samaj Vikas Party,UTTAR PRADESH,"Rs 1,30,000",No,2014
57,Vasundhara,0,DOMARIYAGANJ,Graduate,"Rs 11,89,759",INC,UTTAR PRADESH,"Rs 4,90,22,328",No,2014
39,Rekha,0,DHAURAHRA,12th Pass,"Rs 23,75,000",BJP,UTTAR PRADESH,"Rs 1,04,35,468",Yes,2014
48,Ajay Verma,0,DHAURAHRA,Graduate,"Rs 1,85,000",Bharatiya Jan Kranti Dal (Democratic),UTTAR PRADESH,"Rs 12,81,743",No,2014
36,Anand Bhadauriya, 3 ,DHAURAHRA,Post Graduate,"Rs 1,00,000",SP,UTTAR PRADESH,"Rs 2,39,97,933",No,2014
54,Anand Kumar,0,DHAURAHRA,12th Pass,Rs 0,NCP,UTTAR PRADESH,"Rs 12,05,500",No,2014
45,Daud Ahmad, 1 ,DHAURAHRA,Literate,"Rs 1,94,08,646",BSP,UTTAR PRADESH,"Rs 15,66,26,608",No,2014
57,Kirti Singh,0,DHAURAHRA,Post Graduate,Rs 0,SHS,UTTAR PRADESH,"Rs 2,78,53,253",No,2014
37,Kuwar Jitin Prasad,0,DHAURAHRA,Post Graduate,Rs 0,INC,UTTAR PRADESH,"Rs 10,10,50,407",No,2014
28,Lekhraj,0,DHAURAHRA,Graduate,Rs 0,AITC,UTTAR PRADESH,"Rs 3,35,000",No,2014
